Species,Site,Variable,Value
POPTRI,PSPST,deltax,0.000252
POPTRI,PSPST,deltay,0.005307
POPTRI,PSPST,deltau',-0.001867
POPTRI,PSPST,deltav',0.002643
POPTRI,PSPST,LambdaP,551
POPTRI,PSPST,LambdaPV,717.054016
POPTRI,PSPST,LambdaD,567
POPTRI,PSPST,Purity,7.985257
POPTRI,PSPST,IRR,245.369614
POPTRI,PSPST,CRI,98.930435
POPTRI,PSPST,R1,98.840698
POPTRI,PSPST,R2,99.640274
POPTRI,PSPST,R3,99.302498
POPTRI,PSPST,R4,98.71476
POPTRI,PSPST,R5,99.130997
POPTRI,PSPST,R6,99.503227
POPTRI,PSPST,R7,98.769325
POPTRI,PSPST,R8,97.541672
POPTRI,PSPST,R9,93.897903
POPTRI,PSPST,R10,99.264893
POPTRI,PSPST,R11,98.488022
POPTRI,PSPST,R12,99.377205
POPTRI,PSPST,R13,99.012405
POPTRI,PSPST,R14,99.571106
POPTRI,PSPST,R15,98.415657
POPTRI,PSPST,PPFD,895.04071
POPTRI,PSPST,PFD,1204.513794
POPTRI,PSPST,PFD-UV,17.974688
POPTRI,PSPST,PFD-B,223.990509
POPTRI,PSPST,PFD-G,323.233582
POPTRI,PSPST,PFD-R,354.112305
POPTRI,PSPST,PFD-FR,296.356506
POPTRI,PSPST,380nm,208.174942
POPTRI,PSPST,381nm,210.51445
POPTRI,PSPST,382nm,213.742584
POPTRI,PSPST,383nm,216.211716
POPTRI,PSPST,384nm,217.58522
POPTRI,PSPST,385nm,221.718613
POPTRI,PSPST,386nm,228.198288
POPTRI,PSPST,387nm,231.123962
POPTRI,PSPST,388nm,232.313705
POPTRI,PSPST,389nm,237.477539
POPTRI,PSPST,390nm,243.614075
POPTRI,PSPST,391nm,246.148438
POPTRI,PSPST,392nm,248.891174
POPTRI,PSPST,393nm,258.056061
POPTRI,PSPST,394nm,268.219177
POPTRI,PSPST,395nm,282.409576
POPTRI,PSPST,396nm,296.144958
POPTRI,PSPST,397nm,308.960205
POPTRI,PSPST,398nm,324.746765
POPTRI,PSPST,399nm,343.975159
POPTRI,PSPST,400nm,360.993591
POPTRI,PSPST,401nm,376.514496
POPTRI,PSPST,402nm,393.011749
POPTRI,PSPST,403nm,409.871857
POPTRI,PSPST,404nm,418.808594
POPTRI,PSPST,405nm,426.481415
POPTRI,PSPST,406nm,430.440094
POPTRI,PSPST,407nm,434.290466
POPTRI,PSPST,408nm,437.513641
POPTRI,PSPST,409nm,441.01181
POPTRI,PSPST,410nm,445.273407
POPTRI,PSPST,411nm,450.229797
POPTRI,PSPST,412nm,456.230042
POPTRI,PSPST,413nm,460.928101
POPTRI,PSPST,414nm,464.494476
POPTRI,PSPST,415nm,468.94339
POPTRI,PSPST,416nm,473.825165
POPTRI,PSPST,417nm,475.733429
POPTRI,PSPST,418nm,476.931427
POPTRI,PSPST,419nm,478.014862
POPTRI,PSPST,420nm,479.022888
POPTRI,PSPST,421nm,479.256592
POPTRI,PSPST,422nm,479.124939
POPTRI,PSPST,423nm,477.69397
POPTRI,PSPST,424nm,474.818237
POPTRI,PSPST,425nm,469.351349
POPTRI,PSPST,426nm,465.451721
POPTRI,PSPST,427nm,463.137451
POPTRI,PSPST,428nm,463.14151
POPTRI,PSPST,429nm,464.467041
POPTRI,PSPST,430nm,468.355713
POPTRI,PSPST,431nm,472.978333
POPTRI,PSPST,432nm,478.037354
POPTRI,PSPST,433nm,483.286163
POPTRI,PSPST,434nm,490.889374
POPTRI,PSPST,435nm,499.845062
POPTRI,PSPST,436nm,514.116821
POPTRI,PSPST,437nm,526.880554
POPTRI,PSPST,438nm,536.794556
POPTRI,PSPST,439nm,545.83905
POPTRI,PSPST,440nm,553.979065
POPTRI,PSPST,441nm,561.294617
POPTRI,PSPST,442nm,568.136047
POPTRI,PSPST,443nm,577.637573
POPTRI,PSPST,444nm,587.887207
POPTRI,PSPST,445nm,599.214905
POPTRI,PSPST,446nm,610.231018
POPTRI,PSPST,447nm,616.296265
POPTRI,PSPST,448nm,621.922974
POPTRI,PSPST,449nm,626.014954
POPTRI,PSPST,450nm,631.105103
POPTRI,PSPST,451nm,637.885742
POPTRI,PSPST,452nm,643.399048
POPTRI,PSPST,453nm,647.747559
POPTRI,PSPST,454nm,650.657715
POPTRI,PSPST,455nm,652.865295
POPTRI,PSPST,456nm,654.536255
POPTRI,PSPST,457nm,656.092224
POPTRI,PSPST,458nm,659.674438
POPTRI,PSPST,459nm,663.079163
POPTRI,PSPST,460nm,664.962891
POPTRI,PSPST,461nm,666.365234
POPTRI,PSPST,462nm,666.556152
POPTRI,PSPST,463nm,666.636414
POPTRI,PSPST,464nm,666.575989
POPTRI,PSPST,465nm,666.642761
POPTRI,PSPST,466nm,666.795532
POPTRI,PSPST,467nm,667.013184
POPTRI,PSPST,468nm,667.252075
POPTRI,PSPST,469nm,668.369629
POPTRI,PSPST,470nm,669.662048
POPTRI,PSPST,471nm,672.115784
POPTRI,PSPST,472nm,674.765564
POPTRI,PSPST,473nm,678.059082
POPTRI,PSPST,474nm,681.717407
POPTRI,PSPST,475nm,685.933655
POPTRI,PSPST,476nm,689.129089
POPTRI,PSPST,477nm,691.517029
POPTRI,PSPST,478nm,692.010742
POPTRI,PSPST,479nm,691.776917
POPTRI,PSPST,480nm,687.687195
POPTRI,PSPST,481nm,683.152527
POPTRI,PSPST,482nm,679.35437
POPTRI,PSPST,483nm,676.101563
POPTRI,PSPST,484nm,674.76123
POPTRI,PSPST,485nm,673.037476
POPTRI,PSPST,486nm,670.716125
POPTRI,PSPST,487nm,668.968628
POPTRI,PSPST,488nm,667.670715
POPTRI,PSPST,489nm,668.728455
POPTRI,PSPST,490nm,670.648438
POPTRI,PSPST,491nm,675.990295
POPTRI,PSPST,492nm,681.534424
POPTRI,PSPST,493nm,685.205566
POPTRI,PSPST,494nm,687.93811
POPTRI,PSPST,495nm,687.902771
POPTRI,PSPST,496nm,687.64325
POPTRI,PSPST,497nm,687.085938
POPTRI,PSPST,498nm,686.676575
POPTRI,PSPST,499nm,686.362976
POPTRI,PSPST,500nm,683.975891
POPTRI,PSPST,501nm,681.02417
POPTRI,PSPST,502nm,680.786926
POPTRI,PSPST,503nm,680.807373
POPTRI,PSPST,504nm,681.766113
POPTRI,PSPST,505nm,682.922668
POPTRI,PSPST,506nm,684.480164
POPTRI,PSPST,507nm,685.829224
POPTRI,PSPST,508nm,686.981689
POPTRI,PSPST,509nm,686.183411
POPTRI,PSPST,510nm,684.550049
POPTRI,PSPST,511nm,680.874817
POPTRI,PSPST,512nm,676.983459
POPTRI,PSPST,513nm,673.626038
POPTRI,PSPST,514nm,670.656616
POPTRI,PSPST,515nm,668.762024
POPTRI,PSPST,516nm,667.646851
POPTRI,PSPST,517nm,667.459839
POPTRI,PSPST,518nm,668.058289
POPTRI,PSPST,519nm,669.081543
POPTRI,PSPST,520nm,670.926636
POPTRI,PSPST,521nm,673.025391
POPTRI,PSPST,522nm,677.63739
POPTRI,PSPST,523nm,682.440247
POPTRI,PSPST,524nm,687.862854
POPTRI,PSPST,525nm,692.551025
POPTRI,PSPST,526nm,696.281372
POPTRI,PSPST,527nm,698.86261
POPTRI,PSPST,528nm,700.78009
POPTRI,PSPST,529nm,702.601196
POPTRI,PSPST,530nm,704.444214
POPTRI,PSPST,531nm,707.320007
POPTRI,PSPST,532nm,709.914246
POPTRI,PSPST,533nm,711.629944
POPTRI,PSPST,534nm,712.217285
POPTRI,PSPST,535nm,711.417969
POPTRI,PSPST,536nm,710.901001
POPTRI,PSPST,537nm,710.532043
POPTRI,PSPST,538nm,710.705078
POPTRI,PSPST,539nm,710.936707
POPTRI,PSPST,540nm,710.853149
POPTRI,PSPST,541nm,710.786499
POPTRI,PSPST,542nm,710.761536
POPTRI,PSPST,543nm,710.979431
POPTRI,PSPST,544nm,711.438293
POPTRI,PSPST,545nm,712.607178
POPTRI,PSPST,546nm,714.055908
POPTRI,PSPST,547nm,715.443909
POPTRI,PSPST,548nm,716.651245
POPTRI,PSPST,549nm,716.881409
POPTRI,PSPST,550nm,717.033386
POPTRI,PSPST,551nm,717.054016
POPTRI,PSPST,552nm,716.437988
POPTRI,PSPST,553nm,715.388489
POPTRI,PSPST,554nm,714.513733
POPTRI,PSPST,555nm,713.667664
POPTRI,PSPST,556nm,712.601746
POPTRI,PSPST,557nm,711.505005
POPTRI,PSPST,558nm,710.325256
POPTRI,PSPST,559nm,708.958374
POPTRI,PSPST,560nm,707.403564
POPTRI,PSPST,561nm,706.117676
POPTRI,PSPST,562nm,704.931702
POPTRI,PSPST,563nm,704.091675
POPTRI,PSPST,564nm,703.19989
POPTRI,PSPST,565nm,702.03595
POPTRI,PSPST,566nm,701.090576
POPTRI,PSPST,567nm,700.434937
POPTRI,PSPST,568nm,699.830627
POPTRI,PSPST,569nm,699.251953
POPTRI,PSPST,570nm,698.809875
POPTRI,PSPST,571nm,698.41571
POPTRI,PSPST,572nm,698.218262
POPTRI,PSPST,573nm,698.24707
POPTRI,PSPST,574nm,698.63208
POPTRI,PSPST,575nm,699.465759
POPTRI,PSPST,576nm,700.560181
POPTRI,PSPST,577nm,701.337402
POPTRI,PSPST,578nm,702.010742
POPTRI,PSPST,579nm,702.267761
POPTRI,PSPST,580nm,702.291809
POPTRI,PSPST,581nm,701.927551
POPTRI,PSPST,582nm,700.544128
POPTRI,PSPST,583nm,698.552185
POPTRI,PSPST,584nm,695.757996
POPTRI,PSPST,585nm,692.806519
POPTRI,PSPST,586nm,689.551514
POPTRI,PSPST,587nm,686.308472
POPTRI,PSPST,588nm,683.08429
POPTRI,PSPST,589nm,679.938232
POPTRI,PSPST,590nm,676.834534
POPTRI,PSPST,591nm,675.13678
POPTRI,PSPST,592nm,673.822632
POPTRI,PSPST,593nm,673.684998
POPTRI,PSPST,594nm,674.577576
POPTRI,PSPST,595nm,676.809875
POPTRI,PSPST,596nm,678.548157
POPTRI,PSPST,597nm,680.075195
POPTRI,PSPST,598nm,681.599731
POPTRI,PSPST,599nm,683.06189
POPTRI,PSPST,600nm,684.324219
POPTRI,PSPST,601nm,685.431396
POPTRI,PSPST,602nm,686.388855
POPTRI,PSPST,603nm,687.03717
POPTRI,PSPST,604nm,687.553162
POPTRI,PSPST,605nm,687.309326
POPTRI,PSPST,606nm,686.976929
POPTRI,PSPST,607nm,686.468079
POPTRI,PSPST,608nm,685.35791
POPTRI,PSPST,609nm,683.868347
POPTRI,PSPST,610nm,681.931824
POPTRI,PSPST,611nm,680.000366
POPTRI,PSPST,612nm,678.338806
POPTRI,PSPST,613nm,676.907715
POPTRI,PSPST,614nm,675.7453
POPTRI,PSPST,615nm,675.091858
POPTRI,PSPST,616nm,674.600586
POPTRI,PSPST,617nm,673.876953
POPTRI,PSPST,618nm,673.033813
POPTRI,PSPST,619nm,671.945313
POPTRI,PSPST,620nm,671.00061
POPTRI,PSPST,621nm,670.143921
POPTRI,PSPST,622nm,668.542297
POPTRI,PSPST,623nm,666.787109
POPTRI,PSPST,624nm,664.717957
POPTRI,PSPST,625nm,662.683044
POPTRI,PSPST,626nm,660.681213
POPTRI,PSPST,627nm,659.353577
POPTRI,PSPST,628nm,658.256409
POPTRI,PSPST,629nm,657.730225
POPTRI,PSPST,630nm,657.507751
POPTRI,PSPST,631nm,657.708679
POPTRI,PSPST,632nm,658.456848
POPTRI,PSPST,633nm,659.421387
POPTRI,PSPST,634nm,660.624146
POPTRI,PSPST,635nm,661.59198
POPTRI,PSPST,636nm,662.111084
POPTRI,PSPST,637nm,662.564331
POPTRI,PSPST,638nm,662.983093
POPTRI,PSPST,639nm,662.340271
POPTRI,PSPST,640nm,661.413818
POPTRI,PSPST,641nm,659.864197
POPTRI,PSPST,642nm,657.721741
POPTRI,PSPST,643nm,655.195557
POPTRI,PSPST,644nm,653.24762
POPTRI,PSPST,645nm,651.130188
POPTRI,PSPST,646nm,648.374146
POPTRI,PSPST,647nm,645.762085
POPTRI,PSPST,648nm,643.255737
POPTRI,PSPST,649nm,639.87384
POPTRI,PSPST,650nm,636.259094
POPTRI,PSPST,651nm,632.184937
POPTRI,PSPST,652nm,629.427185
POPTRI,PSPST,653nm,627.683167
POPTRI,PSPST,654nm,628.005066
POPTRI,PSPST,655nm,628.653564
POPTRI,PSPST,656nm,629.607483
POPTRI,PSPST,657nm,630.756287
POPTRI,PSPST,658nm,632.050415
POPTRI,PSPST,659nm,634.033081
POPTRI,PSPST,660nm,636.58783
POPTRI,PSPST,661nm,640.620422
POPTRI,PSPST,662nm,644.610901
POPTRI,PSPST,663nm,648.573425
POPTRI,PSPST,664nm,650.500916
POPTRI,PSPST,665nm,651.993591
POPTRI,PSPST,666nm,652.723694
POPTRI,PSPST,667nm,652.862732
POPTRI,PSPST,668nm,652.678833
POPTRI,PSPST,669nm,652.567993
POPTRI,PSPST,670nm,652.177673
POPTRI,PSPST,671nm,651.281067
POPTRI,PSPST,672nm,650.728882
POPTRI,PSPST,673nm,650.294617
POPTRI,PSPST,674nm,649.601868
POPTRI,PSPST,675nm,648.723572
POPTRI,PSPST,676nm,647.604858
POPTRI,PSPST,677nm,646.291504
POPTRI,PSPST,678nm,644.688599
POPTRI,PSPST,679nm,641.885803
POPTRI,PSPST,680nm,637.624329
POPTRI,PSPST,681nm,632.102356
POPTRI,PSPST,682nm,624.551575
POPTRI,PSPST,683nm,616.877625
POPTRI,PSPST,684nm,609.414978
POPTRI,PSPST,685nm,602.53302
POPTRI,PSPST,686nm,596.016418
POPTRI,PSPST,687nm,591.184631
POPTRI,PSPST,688nm,586.662048
POPTRI,PSPST,689nm,582.572083
POPTRI,PSPST,690nm,580.602295
POPTRI,PSPST,691nm,579.856812
POPTRI,PSPST,692nm,582.160645
POPTRI,PSPST,693nm,585.594482
POPTRI,PSPST,694nm,589.870117
POPTRI,PSPST,695nm,593.758545
POPTRI,PSPST,696nm,597.348938
POPTRI,PSPST,697nm,600.426147
POPTRI,PSPST,698nm,603.805725
POPTRI,PSPST,699nm,607.270935
POPTRI,PSPST,700nm,610.651001
POPTRI,PSPST,701nm,613.717651
POPTRI,PSPST,702nm,616.525574
POPTRI,PSPST,703nm,619.46637
POPTRI,PSPST,704nm,622.32312
POPTRI,PSPST,705nm,625.01416
POPTRI,PSPST,706nm,627.830017
POPTRI,PSPST,707nm,630.450684
POPTRI,PSPST,708nm,631.93811
POPTRI,PSPST,709nm,631.914124
POPTRI,PSPST,710nm,630.809875
POPTRI,PSPST,711nm,625.558289
POPTRI,PSPST,712nm,618.63208
POPTRI,PSPST,713nm,609.355347
POPTRI,PSPST,714nm,598.937805
POPTRI,PSPST,715nm,588.602295
POPTRI,PSPST,716nm,579.163025
POPTRI,PSPST,717nm,570.284058
POPTRI,PSPST,718nm,561.708862
POPTRI,PSPST,719nm,553.471863
POPTRI,PSPST,720nm,546.297729
POPTRI,PSPST,721nm,540.03772
POPTRI,PSPST,722nm,537.205933
POPTRI,PSPST,723nm,536.110046
POPTRI,PSPST,724nm,537.410278
POPTRI,PSPST,725nm,541.088745
POPTRI,PSPST,726nm,545.663696
POPTRI,PSPST,727nm,551.385437
POPTRI,PSPST,728nm,557.55957
POPTRI,PSPST,729nm,564.24176
POPTRI,PSPST,730nm,572.564392
POPTRI,PSPST,731nm,581.248169
POPTRI,PSPST,732nm,590.164795
POPTRI,PSPST,733nm,599.212646
POPTRI,PSPST,734nm,608.644226
POPTRI,PSPST,735nm,618.427002
POPTRI,PSPST,736nm,627.071655
POPTRI,PSPST,737nm,635.045654
POPTRI,PSPST,738nm,642.188293
POPTRI,PSPST,739nm,647.932922
POPTRI,PSPST,740nm,653.216187
POPTRI,PSPST,741nm,657.96637
POPTRI,PSPST,742nm,661.029114
POPTRI,PSPST,743nm,663.945923
POPTRI,PSPST,744nm,667.333496
POPTRI,PSPST,745nm,669.730896
POPTRI,PSPST,746nm,671.604309
POPTRI,PSPST,747nm,672.773438
POPTRI,PSPST,748nm,672.609619
POPTRI,PSPST,749nm,671.661377
POPTRI,PSPST,750nm,669.63678
POPTRI,PSPST,751nm,664.921997
POPTRI,PSPST,752nm,658.055359
POPTRI,PSPST,753nm,646.791138
POPTRI,PSPST,754nm,630.293945
POPTRI,PSPST,755nm,610.335754
POPTRI,PSPST,756nm,585.934509
POPTRI,PSPST,757nm,561.438171
POPTRI,PSPST,758nm,537.369873
POPTRI,PSPST,759nm,515.96698
POPTRI,PSPST,760nm,498.171051
POPTRI,PSPST,761nm,483.653473
POPTRI,PSPST,762nm,476.430817
POPTRI,PSPST,763nm,474.57132
POPTRI,PSPST,764nm,476.920319
POPTRI,PSPST,765nm,486.361511
POPTRI,PSPST,766nm,501.817993
POPTRI,PSPST,767nm,520.962524
POPTRI,PSPST,768nm,543.8526
POPTRI,PSPST,769nm,566.640808
POPTRI,PSPST,770nm,588.466553
POPTRI,PSPST,771nm,607.46521
POPTRI,PSPST,772nm,622.523132
POPTRI,PSPST,773nm,634.91333
POPTRI,PSPST,774nm,643.80426
POPTRI,PSPST,775nm,649.985962
POPTRI,PSPST,776nm,654.213135
POPTRI,PSPST,777nm,656.01178
POPTRI,PSPST,778nm,657.289856
POPTRI,PSPST,779nm,657.717957
POPTRI,PSPST,780nm,657.158875
POPTRI,PSPST,Time,2019/08/14_11:33:04
POPTRI,PSPST,LUX,9340.40332
POPTRI,PSPST,fc,868.0672
POPTRI,PSPST,CCT,5603
POPTRI,PSPST,Duv,0.004376
POPTRI,PSPST,I-Time,76
POPTRI,PSPST,x,0.330031
POPTRI,PSPST,y,0.347576
POPTRI,PSPST,u',0.202758
POPTRI,PSPST,v',0.480457
POPTRI,PSPST,deltax,-0.000118
POPTRI,PSPST,deltay,0.00852
POPTRI,PSPST,deltau',-0.003316
POPTRI,PSPST,deltav',0.004282
POPTRI,PSPST,LambdaP,780
POPTRI,PSPST,LambdaPV,200.407593
POPTRI,PSPST,LambdaD,541
POPTRI,PSPST,Purity,3.430142
POPTRI,PSPST,IRR,49.422787
POPTRI,PSPST,CRI,96.423607
POPTRI,PSPST,R1,95.595284
POPTRI,PSPST,R2,97.066208
POPTRI,PSPST,R3,98.310234
POPTRI,PSPST,R4,95.950378
POPTRI,PSPST,R5,95.832939
POPTRI,PSPST,R6,96.158607
POPTRI,PSPST,R7,98.015015
POPTRI,PSPST,R8,94.460136
POPTRI,PSPST,R9,83.713127
POPTRI,PSPST,R10,93.017982
POPTRI,PSPST,R11,94.661171
POPTRI,PSPST,R12,94.674927
POPTRI,PSPST,R13,95.70192
POPTRI,PSPST,R14,98.933258
POPTRI,PSPST,R15,94.716469
POPTRI,PSPST,PPFD,163.331207
POPTRI,PSPST,PFD,245.764481
POPTRI,PSPST,PFD-UV,4.219648
POPTRI,PSPST,PFD-B,44.314713
POPTRI,PSPST,PFD-G,60.369186
POPTRI,PSPST,PFD-R,59.784309
POPTRI,PSPST,PFD-FR,79.173874
POPTRI,PSPST,380nm,51.274998
POPTRI,PSPST,381nm,51.670654
POPTRI,PSPST,382nm,52.053627
POPTRI,PSPST,383nm,52.37545
POPTRI,PSPST,384nm,52.60899
POPTRI,PSPST,385nm,53.375374
POPTRI,PSPST,386nm,54.594749
POPTRI,PSPST,387nm,55.068924
POPTRI,PSPST,388nm,55.179119
POPTRI,PSPST,389nm,56.203083
POPTRI,PSPST,390nm,57.450687
POPTRI,PSPST,391nm,57.857494
POPTRI,PSPST,392nm,58.320541
POPTRI,PSPST,393nm,60.388935
POPTRI,PSPST,394nm,62.63623
POPTRI,PSPST,395nm,65.605263
POPTRI,PSPST,396nm,68.458061
POPTRI,PSPST,397nm,71.075806
POPTRI,PSPST,398nm,74.381599
POPTRI,PSPST,399nm,78.484413
POPTRI,PSPST,400nm,82.005249
POPTRI,PSPST,401nm,85.131714
POPTRI,PSPST,402nm,88.565933
POPTRI,PSPST,403nm,92.114517
POPTRI,PSPST,404nm,93.8246
POPTRI,PSPST,405nm,95.241409
POPTRI,PSPST,406nm,95.887726
POPTRI,PSPST,407nm,96.496086
POPTRI,PSPST,408nm,96.870819
POPTRI,PSPST,409nm,97.309509
POPTRI,PSPST,410nm,97.925789
POPTRI,PSPST,411nm,98.700729
POPTRI,PSPST,412nm,99.714027
POPTRI,PSPST,413nm,100.418571
POPTRI,PSPST,414nm,100.854774
POPTRI,PSPST,415nm,101.42411
POPTRI,PSPST,416nm,102.058762
POPTRI,PSPST,417nm,102.122856
POPTRI,PSPST,418nm,102.050674
POPTRI,PSPST,419nm,101.965118
POPTRI,PSPST,420nm,101.872063
POPTRI,PSPST,421nm,101.703384
POPTRI,PSPST,422nm,101.459541
POPTRI,PSPST,423nm,100.948334
POPTRI,PSPST,424nm,100.100723
POPTRI,PSPST,425nm,98.649811
POPTRI,PSPST,426nm,97.575554
POPTRI,PSPST,427nm,96.882301
POPTRI,PSPST,428nm,96.782768
POPTRI,PSPST,429nm,97.021667
POPTRI,PSPST,430nm,97.602112
POPTRI,PSPST,431nm,98.280357
POPTRI,PSPST,432nm,99.118507
POPTRI,PSPST,433nm,99.993622
POPTRI,PSPST,434nm,101.223618
POPTRI,PSPST,435nm,102.737404
POPTRI,PSPST,436nm,105.366554
POPTRI,PSPST,437nm,107.668381
POPTRI,PSPST,438nm,109.351662
POPTRI,PSPST,439nm,110.854454
POPTRI,PSPST,440nm,112.169479
POPTRI,PSPST,441nm,113.371605
POPTRI,PSPST,442nm,114.508789
POPTRI,PSPST,443nm,116.246902
POPTRI,PSPST,444nm,118.15403
POPTRI,PSPST,445nm,120.198174
POPTRI,PSPST,446nm,122.171036
POPTRI,PSPST,447nm,123.119026
POPTRI,PSPST,448nm,124.004089
POPTRI,PSPST,449nm,124.669044
POPTRI,PSPST,450nm,125.484024
POPTRI,PSPST,451nm,126.55304
POPTRI,PSPST,452nm,127.403748
POPTRI,PSPST,453nm,128.053818
POPTRI,PSPST,454nm,128.426559
POPTRI,PSPST,455nm,128.663834
POPTRI,PSPST,456nm,128.663574
POPTRI,PSPST,457nm,128.612411
POPTRI,PSPST,458nm,129.113327
POPTRI,PSPST,459nm,129.57164
POPTRI,PSPST,460nm,129.6539
POPTRI,PSPST,461nm,129.65329
POPTRI,PSPST,462nm,129.444092
POPTRI,PSPST,463nm,129.210663
POPTRI,PSPST,464nm,128.94635
POPTRI,PSPST,465nm,128.673615
POPTRI,PSPST,466nm,128.395187
POPTRI,PSPST,467nm,128.158432
POPTRI,PSPST,468nm,127.935257
POPTRI,PSPST,469nm,127.885475
POPTRI,PSPST,470nm,127.874252
POPTRI,PSPST,471nm,128.14389
POPTRI,PSPST,472nm,128.452652
POPTRI,PSPST,473nm,128.889877
POPTRI,PSPST,474nm,129.371704
POPTRI,PSPST,475nm,129.921738
POPTRI,PSPST,476nm,130.369888
POPTRI,PSPST,477nm,130.737411
POPTRI,PSPST,478nm,130.651886
POPTRI,PSPST,479nm,130.392349
POPTRI,PSPST,480nm,129.602463
POPTRI,PSPST,481nm,128.747879
POPTRI,PSPST,482nm,127.93396
POPTRI,PSPST,483nm,127.210014
POPTRI,PSPST,484nm,126.801422
POPTRI,PSPST,485nm,126.317245
POPTRI,PSPST,486nm,125.715172
POPTRI,PSPST,487nm,125.249283
POPTRI,PSPST,488nm,124.890068
POPTRI,PSPST,489nm,124.822266
POPTRI,PSPST,490nm,124.86113
POPTRI,PSPST,491nm,125.590385
POPTRI,PSPST,492nm,126.366234
POPTRI,PSPST,493nm,126.832283
POPTRI,PSPST,494nm,127.14257
POPTRI,PSPST,495nm,126.993507
POPTRI,PSPST,496nm,126.797493
POPTRI,PSPST,497nm,126.539146
POPTRI,PSPST,498nm,126.340874
POPTRI,PSPST,499nm,126.181519
POPTRI,PSPST,500nm,125.85405
POPTRI,PSPST,501nm,125.480812
POPTRI,PSPST,502nm,125.400215
POPTRI,PSPST,503nm,125.367249
POPTRI,PSPST,504nm,125.549927
POPTRI,PSPST,505nm,125.773064
POPTRI,PSPST,506nm,126.078102
POPTRI,PSPST,507nm,126.355377
POPTRI,PSPST,508nm,126.606445
POPTRI,PSPST,509nm,126.541092
POPTRI,PSPST,510nm,126.340294
POPTRI,PSPST,511nm,125.796768
POPTRI,PSPST,512nm,125.226097
POPTRI,PSPST,513nm,124.856705
POPTRI,PSPST,514nm,124.554382
POPTRI,PSPST,515nm,124.437897
POPTRI,PSPST,516nm,124.48056
POPTRI,PSPST,517nm,124.712791
POPTRI,PSPST,518nm,125.106316
POPTRI,PSPST,519nm,125.587097
POPTRI,PSPST,520nm,126.200714
POPTRI,PSPST,521nm,126.857887
POPTRI,PSPST,522nm,127.985939
POPTRI,PSPST,523nm,129.139679
POPTRI,PSPST,524nm,130.376831
POPTRI,PSPST,525nm,131.484726
POPTRI,PSPST,526nm,132.423981
POPTRI,PSPST,527nm,133.144592
POPTRI,PSPST,528nm,133.738892
POPTRI,PSPST,529nm,134.269165
POPTRI,PSPST,530nm,134.792099
POPTRI,PSPST,531nm,135.448776
POPTRI,PSPST,532nm,136.056808
POPTRI,PSPST,533nm,136.512985
POPTRI,PSPST,534nm,136.757034
POPTRI,PSPST,535nm,136.740433
POPTRI,PSPST,536nm,136.716202
POPTRI,PSPST,537nm,136.687973
POPTRI,PSPST,538nm,136.767258
POPTRI,PSPST,539nm,136.858597
POPTRI,PSPST,540nm,136.892944
POPTRI,PSPST,541nm,136.908813
POPTRI,PSPST,542nm,136.879013
POPTRI,PSPST,543nm,136.910751
POPTRI,PSPST,544nm,137.00351
POPTRI,PSPST,545nm,137.196838
POPTRI,PSPST,546nm,137.42981
POPTRI,PSPST,547nm,137.71315
POPTRI,PSPST,548nm,137.96756
POPTRI,PSPST,549nm,138.042053
POPTRI,PSPST,550nm,138.070435
POPTRI,PSPST,551nm,138.021317
POPTRI,PSPST,552nm,137.824936
POPTRI,PSPST,553nm,137.52832
POPTRI,PSPST,554nm,137.217957
POPTRI,PSPST,555nm,136.904022
POPTRI,PSPST,556nm,136.578568
POPTRI,PSPST,557nm,136.228348
POPTRI,PSPST,558nm,135.811386
POPTRI,PSPST,559nm,135.37616
POPTRI,PSPST,560nm,134.922562
POPTRI,PSPST,561nm,134.433044
POPTRI,PSPST,562nm,133.930176
POPTRI,PSPST,563nm,133.490509
POPTRI,PSPST,564nm,133.047974
POPTRI,PSPST,565nm,132.582993
POPTRI,PSPST,566nm,132.123215
POPTRI,PSPST,567nm,131.670334
POPTRI,PSPST,568nm,131.214478
POPTRI,PSPST,569nm,130.757141
POPTRI,PSPST,570nm,130.331268
POPTRI,PSPST,571nm,129.917343
POPTRI,PSPST,572nm,129.553986
POPTRI,PSPST,573nm,129.237671
POPTRI,PSPST,574nm,128.995392
POPTRI,PSPST,575nm,128.825394
POPTRI,PSPST,576nm,128.697403
POPTRI,PSPST,577nm,128.596405
POPTRI,PSPST,578nm,128.487732
POPTRI,PSPST,579nm,128.299591
POPTRI,PSPST,580nm,128.072418
POPTRI,PSPST,581nm,127.780228
POPTRI,PSPST,582nm,127.33947
POPTRI,PSPST,583nm,126.810028
POPTRI,PSPST,584nm,126.105804
POPTRI,PSPST,585nm,125.365143
POPTRI,PSPST,586nm,124.544159
POPTRI,PSPST,587nm,123.73304
POPTRI,PSPST,588nm,122.937363
POPTRI,PSPST,589nm,122.189568
POPTRI,PSPST,590nm,121.467728
POPTRI,PSPST,591nm,121.024368
POPTRI,PSPST,592nm,120.659523
POPTRI,PSPST,593nm,120.540047
POPTRI,PSPST,594nm,120.566032
POPTRI,PSPST,595nm,120.781197
POPTRI,PSPST,596nm,120.977493
POPTRI,PSPST,597nm,121.165718
POPTRI,PSPST,598nm,121.349121
POPTRI,PSPST,599nm,121.517517
POPTRI,PSPST,600nm,121.638161
POPTRI,PSPST,601nm,121.719292
POPTRI,PSPST,602nm,121.762276
POPTRI,PSPST,603nm,121.771156
